Job_Title,Required_Skills,Learning Resources,Skill Level,Industry/Field,Company Type,Job Demand,Job Link 1,Job Link 2,Job Link 3,Job Link 4,Job Link 5,Company,Base_Salary,Total_Compensation,Experience_Level,Location,Posting_Date
Software Engineer,"Java, C++, Python, Agile Methodologies, Version Control (Git), Problem-solving","Coursera - Software Engineer Specialization, LinkedIn Learning - Java Fundamentals",Intermediate,IT,"Corporate, Startup",Medium,https://www.linkedin.com/jobs/search/?keywords=Software%20Engineer,https://www.indeed.com/jobs?q=Software%20Engineer,https://www.glassdoor.com/Job/jobs.htm?sc.keyword=Software%20Engineer,https://www.monster.com/jobs/search/?q=Software%20Engineer,https://www.careerbuilder.com/jobs?keywords=Software%20Engineer,Adobe,200760,274543,Mid Level,"Boston, MA",2024-01-02
Software Engineer,"Java, C++, Python, Agile Methodologies, Version Control (Git), Problem-solving","Coursera - Software Engineer Specialization, LinkedIn Learning - Java Fundamentals",Intermediate,IT,"Corporate, Startup",Medium,https://www.linkedin.com/jobs/search/?keywords=Software%20Engineer,https://www.indeed.com/jobs?q=Software%20Engineer,https://www.glassdoor.com/Job/jobs.htm?sc.keyword=Software%20Engineer,https://www.monster.com/jobs/search/?q=Software%20Engineer,https://www.careerbuilder.com/jobs?keywords=Software%20Engineer,Salesforce,241440,318289,Senior Level,"Boston, MA",2024-01-20
Software Engineer,"Java, C++, Python, Agile Methodologies, Version Control (Git), Problem-solving","Coursera - Software Engineer Specialization, LinkedIn Learning - Java Fundamentals",Intermediate,IT,"Corporate, Startup",Medium,https://www.linkedin.com/jobs/search/?keywords=Software%20Engineer,https://www.indeed.com/jobs?q=Software%20Engineer,https://www.glassdoor.com/Job/jobs.htm?sc.keyword=Software%20Engineer,https://www.monster.com/jobs/search/?q=Software%20Engineer,https://www.careerbuilder.com/jobs?keywords=Software%20Engineer,Oracle,189874,261078,Mid Level,"Seattle, WA",2024-01-15
Software Engineer,"Java, C++, Python, Agile Methodologies, Version Control (Git), Problem-solving","Coursera - Software Engineer Specialization, LinkedIn Learning - Java Fundamentals",Intermediate,IT,"Corporate, Startup",Medium,https://www.linkedin.com/jobs/search/?keywords=Software%20Engineer,https://www.indeed.com/jobs?q=Software%20Engineer,https://www.glassdoor.com/Job/jobs.htm?sc.keyword=Software%20Engineer,https://www.monster.com/jobs/search/?q=Software%20Engineer,https://www.careerbuilder.com/jobs?keywords=Software%20Engineer,IBM,186796,236685,Mid Level,"New York, NY",2024-01-04
HR Specialist,"Communication, Emotional Intelligence, Recruitment Processes, Conflict Resolution, Team Building","Coursera - HR Specialist Specialization, LinkedIn Learning - Communication Fundamentals",Intermediate,Human Resources,"Corporate, SME",Medium,https://www.linkedin.com/jobs/search/?keywords=HR%20Specialist,https://www.indeed.com/jobs?q=HR%20Specialist,https://www.glassdoor.com/Job/jobs.htm?sc.keyword=HR%20Specialist,https://www.monster.com/jobs/search/?q=HR%20Specialist,https://www.careerbuilder.com/jobs?keywords=HR%20Specialist,Meta,125096,170900,Mid Level,"New York, NY",2024-01-22
HR Specialist,"Communication, Emotional Intelligence, Recruitment Processes, Conflict Resolution, Team Building","Coursera - HR Specialist Specialization, LinkedIn Learning - Communication Fundamentals",Intermediate,Human Resources,"Corporate, SME",Medium,https://www.linkedin.com/jobs/search/?keywords=HR%20Specialist,https://www.indeed.com/jobs?q=HR%20Specialist,https://www.glassdoor.com/Job/jobs.htm?sc.keyword=HR%20Specialist,https://www.monster.com/jobs/search/?q=HR%20Specialist,https://www.careerbuilder.com/jobs?keywords=HR%20Specialist,Apple,120053,160434,Mid Level,"Seattle, WA",2024-02-07
HR Specialist,"Communication, Emotional Intelligence, Recruitment Processes, Conflict Resolution, Team Building","Coursera - HR Specialist Specialization, LinkedIn Learning - Communication Fundamentals",Intermediate,Human Resources,"Corporate, SME",Medium,https://www.linkedin.com/jobs/search/?keywords=HR%20Specialist,https://www.indeed.com/jobs?q=HR%20Specialist,https://www.glassdoor.com/Job/jobs.htm?sc.keyword=HR%20Specialist,https://www.monster.com/jobs/search/?q=HR%20Specialist,https://www.careerbuilder.com/jobs?keywords=HR%20Specialist,Amazon,151882,211316,Senior Level,"Austin, TX",2024-01-23
HR Specialist,"Communication, Emotional Intelligence, Recruitment Processes, Conflict Resolution, Team Building","Coursera - HR Specialist Specialization, LinkedIn Learning - Communication Fundamentals",Intermediate,Human Resources,"Corporate, SME",Medium,https://www.linkedin.com/jobs/search/?keywords=HR%20Specialist,https://www.indeed.com/jobs?q=HR%20Specialist,https://www.glassdoor.com/Job/jobs.htm?sc.keyword=HR%20Specialist,https://www.monster.com/jobs/search/?q=HR%20Specialist,https://www.careerbuilder.com/jobs?keywords=HR%20Specialist,Netflix,175950,244596,Senior Level,"New York, NY",2024-01-26
HR Specialist,"Communication, Emotional Intelligence, Recruitment Processes, Conflict Resolution, Team Building","Coursera - HR Specialist Specialization, LinkedIn Learning - Communication Fundamentals",Intermediate,Human Resources,"Corporate, SME",Medium,https://www.linkedin.com/jobs/search/?keywords=HR%20Specialist,https://www.indeed.com/jobs?q=HR%20Specialist,https://www.glassdoor.com/Job/jobs.htm?sc.keyword=HR%20Specialist,https://www.monster.com/jobs/search/?q=HR%20Specialist,https://www.careerbuilder.com/jobs?keywords=HR%20Specialist,Google,144294,176517,Entry Level,"San Francisco, CA",2024-01-11
HR Specialist,"Communication, Emotional Intelligence, Recruitment Processes, Conflict Resolution, Team Building","Coursera - HR Specialist Specialization, LinkedIn Learning - Communication Fundamentals",Intermediate,Human Resources,"Corporate, SME",Medium,https://www.linkedin.com/jobs/search/?keywords=HR%20Specialist,https://www.indeed.com/jobs?q=HR%20Specialist,https://www.glassdoor.com/Job/jobs.htm?sc.keyword=HR%20Specialist,https://www.monster.com/jobs/search/?q=HR%20Specialist,https://www.careerbuilder.com/jobs?keywords=HR%20Specialist,Microsoft,168150,256014,Senior Level,"Seattle, WA",2024-01-28
HR Specialist,"Communication, Emotional Intelligence, Recruitment Processes, Conflict Resolution, Team Building","Coursera - HR Specialist Specialization, LinkedIn Learning - Communication Fundamentals",Intermediate,Human Resources,"Corporate, SME",Medium,https://www.linkedin.com/jobs/search/?keywords=HR%20Specialist,https://www.indeed.com/jobs?q=HR%20Specialist,https://www.glassdoor.com/Job/jobs.htm?sc.keyword=HR%20Specialist,https://www.monster.com/jobs/search/?q=HR%20Specialist,https://www.careerbuilder.com/jobs?keywords=HR%20Specialist,Adobe,142048,207364,Mid Level,"New York, NY",2024-01-02
HR Specialist,"Communication, Emotional Intelligence, Recruitment Processes, Conflict Resolution, Team Building","Coursera - HR Specialist Specialization, LinkedIn Learning - Communication Fundamentals",Intermediate,Human Resources,"Corporate, SME",Medium,https://www.linkedin.com/jobs/search/?keywords=HR%20Specialist,https://www.indeed.com/jobs?q=HR%20Specialist,https://www.glassdoor.com/Job/jobs.htm?sc.keyword=HR%20Specialist,https://www.monster.com/jobs/search/?q=HR%20Specialist,https://www.careerbuilder.com/jobs?keywords=HR%20Specialist,Salesforce,176854,286656,Senior Level,"Austin, TX",2024-01-08
HR Specialist,"Communication, Emotional Intelligence, Recruitment Processes, Conflict Resolution, Team Building","Coursera - HR Specialist Specialization, LinkedIn Learning - Communication Fundamentals",Intermediate,Human Resources,"Corporate, SME",Medium,https://www.linkedin.com/jobs/search/?keywords=HR%20Specialist,https://www.indeed.com/jobs?q=HR%20Specialist,https://www.glassdoor.com/Job/jobs.htm?sc.keyword=HR%20Specialist,https://www.monster.com/jobs/search/?q=HR%20Specialist,https://www.careerbuilder.com/jobs?keywords=HR%20Specialist,Oracle,131017,190319,Mid Level,"New York, NY",2024-01-29
HR Specialist,"Communication, Emotional Intelligence, Recruitment Processes, Conflict Resolution, Team Building","Coursera - HR Specialist Specialization, LinkedIn Learning - Communication Fundamentals",Intermediate,Human Resources,"Corporate, SME",Medium,https://www.linkedin.com/jobs/search/?keywords=HR%20Specialist,https://www.indeed.com/jobs?q=HR%20Specialist,https://www.glassdoor.com/Job/jobs.htm?sc.keyword=HR%20Specialist,https://www.monster.com/jobs/search/?q=HR%20Specialist,https://www.careerbuilder.com/jobs?keywords=HR%20Specialist,IBM,186247,245533,Senior Level,"Boston, MA",2024-01-11
Project Manager,"Leadership, Time Management, Budgeting, Risk Management, Project Planning, Team Motivation","Coursera - Project Manager Specialization, LinkedIn Learning - Leadership Fundamentals",Advanced,Management,"Corporate, SME",High,https://www.linkedin.com/jobs/search/?keywords=Project%20Manager,https://www.indeed.com/jobs?q=Project%20Manager,https://www.glassdoor.com/Job/jobs.htm?sc.keyword=Project%20Manager,https://www.monster.com/jobs/search/?q=Project%20Manager,https://www.careerbuilder.com/jobs?keywords=Project%20Manager,Meta,186631,299924,Senior Level,"San Francisco, CA",2024-02-06
Project Manager,"Leadership, Time Management, Budgeting, Risk Management, Project Planning, Team Motivation","Coursera - Project Manager Specialization, LinkedIn Learning - Leadership Fundamentals",Advanced,Management,"Corporate, SME",High,https://www.linkedin.com/jobs/search/?keywords=Project%20Manager,https://www.indeed.com/jobs?q=Project%20Manager,https://www.glassdoor.com/Job/jobs.htm?sc.keyword=Project%20Manager,https://www.monster.com/jobs/search/?q=Project%20Manager,https://www.careerbuilder.com/jobs?keywords=Project%20Manager,Apple,133962,199096,Entry Level,"Seattle, WA",2024-01-18
Project Manager,"Leadership, Time Management, Budgeting, Risk Management, Project Planning, Team Motivation","Coursera - Project Manager Specialization, LinkedIn Learning - Leadership Fundamentals",Advanced,Management,"Corporate, SME",High,https://www.linkedin.com/jobs/search/?keywords=Project%20Manager,https://www.indeed.com/jobs?q=Project%20Manager,https://www.glassdoor.com/Job/jobs.htm?sc.keyword=Project%20Manager,https://www.monster.com/jobs/search/?q=Project%20Manager,https://www.careerbuilder.com/jobs?keywords=Project%20Manager,Amazon,135222,176795,Mid Level,"Boston, MA",2024-01-14
Project Manager,"Leadership, Time Management, Budgeting, Risk Management, Project Planning, Team Motivation","Coursera - Project Manager Specialization, LinkedIn Learning - Leadership Fundamentals",Advanced,Management,"Corporate, SME",High,https://www.linkedin.com/jobs/search/?keywords=Project%20Manager,https://www.indeed.com/jobs?q=Project%20Manager,https://www.glassdoor.com/Job/jobs.htm?sc.keyword=Project%20Manager,https://www.monster.com/jobs/search/?q=Project%20Manager,https://www.careerbuilder.com/jobs?keywords=Project%20Manager,Netflix,188278,276590,Senior Level,"Austin, TX",2024-01-10
Project Manager,"Leadership, Time Management, Budgeting, Risk Management, Project Planning, Team Motivation","Coursera - Project Manager Specialization, LinkedIn Learning - Leadership Fundamentals",Advanced,Management,"Corporate, SME",High,https://www.linkedin.com/jobs/search/?keywords=Project%20Manager,https://www.indeed.com/jobs?q=Project%20Manager,https://www.glassdoor.com/Job/jobs.htm?sc.keyword=Project%20Manager,https://www.monster.com/jobs/search/?q=Project%20Manager,https://www.careerbuilder.com/jobs?keywords=Project%20Manager,Google,216092,309255,Senior Level,"Boston, MA",2024-02-04
Project Manager,"Leadership, Time Management, Budgeting, Risk Management, Project Planning, Team Motivation","Coursera - Project Manager Specialization, LinkedIn Learning - Leadership Fundamentals",Advanced,Management,"Corporate, SME",High,https://www.linkedin.com/jobs/search/?keywords=Project%20Manager,https://www.indeed.com/jobs?q=Project%20Manager,https://www.glassdoor.com/Job/jobs.htm?sc.keyword=Project%20Manager,https://www.monster.com/jobs/search/?q=Project%20Manager,https://www.careerbuilder.com/jobs?keywords=Project%20Manager,Microsoft,134851,167337,Entry Level,"Boston, MA",2024-01-09
Project Manager,"Leadership, Time Management, Budgeting, Risk Management, Project Planning, Team Motivation","Coursera - Project Manager Specialization, LinkedIn Learning - Leadership Fundamentals",Advanced,Management,"Corporate, SME",High,https://www.linkedin.com/jobs/search/?keywords=Project%20Manager,https://www.indeed.com/jobs?q=Project%20Manager,https://www.glassdoor.com/Job/jobs.htm?sc.keyword=Project%20Manager,https://www.monster.com/jobs/search/?q=Project%20Manager,https://www.careerbuilder.com/jobs?keywords=Project%20Manager,Adobe,185415,267402,Senior Level,"Austin, TX",2024-02-04
Project Manager,"Leadership, Time Management, Budgeting, Risk Management, Project Planning, Team Motivation","Coursera - Project Manager Specialization, LinkedIn Learning - Leadership Fundamentals",Advanced,Management,"Corporate, SME",High,https://www.linkedin.com/jobs/search/?keywords=Project%20Manager,https://www.indeed.com/jobs?q=Project%20Manager,https://www.glassdoor.com/Job/jobs.htm?sc.keyword=Project%20Manager,https://www.monster.com/jobs/search/?q=Project%20Manager,https://www.careerbuilder.com/jobs?keywords=Project%20Manager,Salesforce,130036,171512,Mid Level,"Boston, MA",2024-01-11
Project Manager,"Leadership, Time Management, Budgeting, Risk Management, Project Planning, Team Motivation","Coursera - Project Manager Specialization, LinkedIn Learning - Leadership Fundamentals",Advanced,Management,"Corporate, SME",High,https://www.linkedin.com/jobs/search/?keywords=Project%20Manager,https://www.indeed.com/jobs?q=Project%20Manager,https://www.glassdoor.com/Job/jobs.htm?sc.keyword=Project%20Manager,https://www.monster.com/jobs/search/?q=Project%20Manager,https://www.careerbuilder.com/jobs?keywords=Project%20Manager,Oracle,101403,151496,Entry Level,"Seattle, WA",2024-01-12
Project Manager,"Leadership, Time Management, Budgeting, Risk Management, Project Planning, Team Motivation","Coursera - Project Manager Specialization, LinkedIn Learning - Leadership Fundamentals",Advanced,Management,"Corporate, SME",High,https://www.linkedin.com/jobs/search/?keywords=Project%20Manager,https://www.indeed.com/jobs?q=Project%20Manager,https://www.glassdoor.com/Job/jobs.htm?sc.keyword=Project%20Manager,https://www.monster.com/jobs/search/?q=Project%20Manager,https://www.careerbuilder.com/jobs?keywords=Project%20Manager,IBM,131078,160276,Mid Level,"New York, NY",2024-01-03
UX Designer,"Wireframing, Prototyping, User Research, Interaction Design, UX Writing, Design Thinking","Coursera - UX Designer Specialization, LinkedIn Learning - Wireframing Fundamentals",Advanced,Design,"Corporate, SME",High,https://www.linkedin.com/jobs/search/?keywords=UX%20Designer,https://www.indeed.com/jobs?q=UX%20Designer,https://www.glassdoor.com/Job/jobs.htm?sc.keyword=UX%20Designer,https://www.monster.com/jobs/search/?q=UX%20Designer,https://www.careerbuilder.com/jobs?keywords=UX%20Designer,Meta,107047,139556,Entry Level,"Boston, MA",2024-01-14
UX Designer,"Wireframing, Prototyping, User Research, Interaction Design, UX Writing, Design Thinking","Coursera - UX Designer Specialization, LinkedIn Learning - Wireframing Fundamentals",Advanced,Design,"Corporate, SME",High,https://www.linkedin.com/jobs/search/?keywords=UX%20Designer,https://www.indeed.com/jobs?q=UX%20Designer,https://www.glassdoor.com/Job/jobs.htm?sc.keyword=UX%20Designer,https://www.monster.com/jobs/search/?q=UX%20Designer,https://www.careerbuilder.com/jobs?keywords=UX%20Designer,Apple,154039,209877,Senior Level,"Seattle, WA",2024-01-28
UX Designer,"Wireframing, Prototyping, User Research, Interaction Design, UX Writing, Design Thinking","Coursera - UX Designer Specialization, LinkedIn Learning - Wireframing Fundamentals",Advanced,Design,"Corporate, SME",High,https://www.linkedin.com/jobs/search/?keywords=UX%20Designer,https://www.indeed.com/jobs?q=UX%20Designer,https://www.glassdoor.com/Job/jobs.htm?sc.keyword=UX%20Designer,https://www.monster.com/jobs/search/?q=UX%20Designer,https://www.careerbuilder.com/jobs?keywords=UX%20Designer,Amazon,144326,177031,Mid Level,"New York, NY",2024-01-11
UX Designer,"Wireframing, Prototyping, User Research, Interaction Design, UX Writing, Design Thinking","Coursera - UX Designer Specialization, LinkedIn Learning - Wireframing Fundamentals",Advanced,Design,"Corporate, SME",High,https://www.linkedin.com/jobs/search/?keywords=UX%20Designer,https://www.indeed.com/jobs?q=UX%20Designer,https://www.glassdoor.com/Job/jobs.htm?sc.keyword=UX%20Designer,https://www.monster.com/jobs/search/?q=UX%20Designer,https://www.careerbuilder.com/jobs?keywords=UX%20Designer,Netflix,194960,285346,Senior Level,"New York, NY",2024-01-25
UX Designer,"Wireframing, Prototyping, User Research, Interaction Design, UX Writing, Design Thinking","Coursera - UX Designer Specialization, LinkedIn Learning - Wireframing Fundamentals",Advanced,Design,"Corporate, SME",High,https://www.linkedin.com/jobs/search/?keywords=UX%20Designer,https://www.indeed.com/jobs?q=UX%20Designer,https://www.glassdoor.com/Job/jobs.htm?sc.keyword=UX%20Designer,https://www.monster.com/jobs/search/?q=UX%20Designer,https://www.careerbuilder.com/jobs?keywords=UX%20Designer,Google,127836,188719,Entry Level,"Boston, MA",2024-01-21
UX Designer,"Wireframing, Prototyping, User Research, Interaction Design, UX Writing, Design Thinking","Coursera - UX Designer Specialization, LinkedIn Learning - Wireframing Fundamentals",Advanced,Design,"Corporate, SME",High,https://www.linkedin.com/jobs/search/?keywords=UX%20Designer,https://www.indeed.com/jobs?q=UX%20Designer,https://www.glassdoor.com/Job/jobs.htm?sc.keyword=UX%20Designer,https://www.monster.com/jobs/search/?q=UX%20Designer,https://www.careerbuilder.com/jobs?keywords=UX%20Designer,Microsoft,140367,176210,Mid Level,"Seattle, WA",2024-01-10
UX Designer,"Wireframing, Prototyping, User Research, Interaction Design, UX Writing, Design Thinking","Coursera - UX Designer Specialization, LinkedIn Learning - Wireframing Fundamentals",Advanced,Design,"Corporate, SME",High,https://www.linkedin.com/jobs/search/?keywords=UX%20Designer,https://www.indeed.com/jobs?q=UX%20Designer,https://www.glassdoor.com/Job/jobs.htm?sc.keyword=UX%20Designer,https://www.monster.com/jobs/search/?q=UX%20Designer,https://www.careerbuilder.com/jobs?keywords=UX%20Designer,Adobe,105532,138317,Entry Level,"Boston, MA",2024-01-15
UX Designer,"Wireframing, Prototyping, User Research, Interaction Design, UX Writing, Design Thinking","Coursera - UX Designer Specialization, LinkedIn Learning - Wireframing Fundamentals",Advanced,Design,"Corporate, SME",High,https://www.linkedin.com/jobs/search/?keywords=UX%20Designer,https://www.indeed.com/jobs?q=UX%20Designer,https://www.glassdoor.com/Job/jobs.htm?sc.keyword=UX%20Designer,https://www.monster.com/jobs/search/?q=UX%20Designer,https://www.careerbuilder.com/jobs?keywords=UX%20Designer,Salesforce,91295,123568,Entry Level,"Austin, TX",2024-01-19
UX Designer,"Wireframing, Prototyping, User Research, Interaction Design, UX Writing, Design Thinking","Coursera - UX Designer Specialization, LinkedIn Learning - Wireframing Fundamentals",Advanced,Design,"Corporate, SME",High,https://www.linkedin.com/jobs/search/?keywords=UX%20Designer,https://www.indeed.com/jobs?q=UX%20Designer,https://www.glassdoor.com/Job/jobs.htm?sc.keyword=UX%20Designer,https://www.monster.com/jobs/search/?q=UX%20Designer,https://www.careerbuilder.com/jobs?keywords=UX%20Designer,Oracle,96805,123208,Entry Level,"New York, NY",2024-01-22
